Film,Year (Ceremony),Awards,Nominations,Best Picture
Teresa,1951 (24th),0,1,False
The House on Telegraph Hill,1951 (24th),0,1,False
The Mating Season,1951 (24th),0,1,False
The Model and the Marriage Broker,1951 (24th),0,1,False
The Mudlark,1951 (24th),0,1,False
The Seeing Eye,1951 (24th),0,1,False
The Story of Time,1951 (24th),0,1,False
The Strip,1951 (24th),0,1,False
Too Young to Kiss,1951 (24th),0,1,False
Two Tickets to Broadway,1951 (24th),0,1,False
When Worlds Collide,1951 (24th),0,1,False
The Greatest Show on Earth,1952 (25th),2,5,True
The Bad and the Beautiful,1952 (25th),5,6,False
High Noon,1952 (25th),4,7,False
Moulin Rouge,1952 (25th),2,7,False
The Quiet Man,1952 (25th),2,7,False
Viva Zapata!,1952 (25th),1,5,False
With a Song in My Heart,1952 (25th),1,5,False
"Come Back, Little Sheba",1952 (25th),1,3,False
Breaking the Sound Barrier,1952 (25th),1,2,False
Neighbours,1952 (25th),1,2,False
The Lavender Hill Mob,1952 (25th),1,2,False
Johann Mouse,1952 (25th),1,1,False
Light in the Window,1952 (25th),1,1,False
Plymouth Adventure,1952 (25th),1,1,False
The Sea Around Us,1952 (25th),1,1,False
Water Birds,1952 (25th),1,1,False
Hans Christian Andersen,1952 (25th),0,6,False
My Cousin Rachel,1952 (25th),0,4,False
Sudden Fear,1952 (25th),0,4,False
Ivanhoe,1952 (25th),0,3,False
Carrie,1952 (25th),0,2,False
Devil Take Us,1952 (25th),0,2,False
5 Fingers,1952 (25th),0,2,False
Navajo,1952 (25th),0,2,False
Singin' in the Rain,1952 (25th),0,2,False
The Big Sky,1952 (25th),0,2,False
The Merry Widow,1952 (25th),0,2,False
The Snows of Kilimanjaro,1952 (25th),0,2,False
Affair in Trinidad,1952 (25th),0,1,False
Athletes of the Saddle,1952 (25th),0,1,False
Because You're Mine,1952 (25th),0,1,False
Bridge of Time,1952 (25th),0,1,False
Desert Killer,1952 (25th),0,1,False
Flat Top,1952 (25th),0,1,False
Just for You,1952 (25th),0,1,False
Little Johnny Jet,1952 (25th),0,1,False
Madeline,1952 (25th),0,1,False
Man Alive!,1952 (25th),0,1,False
Million Dollar Mermaid,1952 (25th),0,1,False
My Son John,1952 (25th),0,1,False
Pat and Mike,1952 (25th),0,1,False
Pink and Blue Blues,1952 (25th),0,1,False
Rashomon,1951 (24th) / 1952 (25th),0 (1),1,False
Royal Scotland,1952 (25th),0,1,False
Son of Paleface,1952 (25th),0,1,False
Thar She Blows!,1952 (25th),0,1,False
The Atomic City,1952 (25th),0,1,False
The Card,1952 (25th),0,1,False
The Garden Spider,1952 (25th),0,1,False
The Hoaxters,1952 (25th),0,1,False
The Jazz Singer,1952 (25th),0,1,False
The Man in the White Suit,1952 (25th),0,1,False
The Medium,1952 (25th),0,1,False
The Member of the Wedding,1952 (25th),0,1,False
The Miracle of Our Lady of Fatima,1952 (25th),0,1,False
The Narrow Margin,1952 (25th),0,1,False
The Pride of St. Louis,1952 (25th),0,1,False
The Romance of Transportation in Canada,1952 (25th),0,1,False
The Sniper,1952 (25th),0,1,False
The Star,1952 (25th),0,1,False
The Thief,1952 (25th),0,1,False
From Here to Eternity,1953 (26th),8,13,True
Roman Holiday,1953 (26th),3,10,False
The Robe,1953 (26th),2,5,False
Lili,1953 (26th),1,6,False
Shane,1953 (26th),1,6,False
Julius Caesar,1953 (26th),1,5,False
Calamity Jane,1953 (26th),1,3,False
Stalag 17,1953 (26th),1,3,False
The War of the Worlds,1953 (26th),1,3,False
Call Me Madam,1953 (26th),1,2,False
Titanic,1953 (26th),1,2,False
Bear Country,1953 (26th),1,1,False
Overture to The Merry Wives of Windsor,1953 (26th),1,1,False
The Alaskan Eskimo,1953 (26th),1,1,False
The Living Desert,1953 (26th),1,1,False
"Toot, Whistle, Plunk and Boom",1953 (26th),1,1,False
The Band Wagon,1953 (26th),0,3,False
The Moon Is Blue,1953 (26th),0,3,False
Above and Beyond,1953 (26th),0,2,False
Hondo,1953 (26th),0,1,False
Knights of the Round Table,1953 (26th),0,2,False
Martin Luther,1953 (26th),0,2,False
Mogambo,1953 (26th),0,2,False
The President's Lady,1953 (26th),0,2,False
Young Bess,1953 (26th),0,2,False
A Queen Is Crowned,1953 (26th),0,1,False
All the Brothers Were Valiant,1953 (26th),0,1,False
Ben and Me,1953 (26th),0,1,False
Beneath the 12-Mile Reef,1953 (26th),0,1,False
Christ Among the Primitives,1953 (26th),0,1,False
Christopher Crumpet,1953 (26th),0,1,False
Crazylegs,1953 (26th),0,1,False
Dream Wife,1953 (26th),0,1,False
From A to Z-Z-Z-Z,1953 (26th),0,1,False
Herring Hunt,1953 (26th),0,1,False
How to Marry a Millionaire,1953 (26th),0,1,False
Joy of Living,1953 (26th),0,1,False
Kiss Me Kate,1953 (26th),0,1,False
Little Fugitive,1953 (26th),0,1,False
Miss Sadie Thompson,1953 (26th),0,1,False
Operation Blue Jay,1953 (26th),0,1,False
Pickup on South Street,1953 (26th),0,1,False
Return to Glennascaul,1953 (26th),0,1,False
Rugged Bear,1953 (26th),0,1,False
Small Town Girl,1953 (26th),0,1,False
Take the High Ground!,1953 (26th),0,1,False
"The 5,000 Fingers of Dr. T.",1953 (26th),0,1,False
The Actress,1953 (26th),0,1,False
The Caddy,1953 (26th),0,1,False
The Captain's Paradise,1953 (26th),0,1,False
The Conquest of Everest,1953 (26th),0,1,False
The Cruel Sea,1953 (26th),0,1,False
The Desert Rats,1953 (26th),0,1,False
The Four Poster,1953 (26th),0,1,False
The Living City,1953 (26th),0,1,False
The Mississippi Gambler,1953 (26th),0,1,False
The Naked Spur,1953 (26th),0,1,False
The Story of Three Loves,1953 (26th),0,1,False
The Tell-Tale Heart,1953 (26th),0,1,False
The Word,1953 (26th),0,1,False
They Planted a Stone,1953 (26th),0,1,False
This Is Cinerama,1953 (26th),0,1,False
Torch Song,1953 (26th),0,1,False
Vesuvius Express,1953 (26th),0,1,False
Wee Water Wonders,1953 (26th),0,1,False
Winter Paradise,1953 (26th),0,1,False
On the Waterfront,1954 (27th),8,12,True
The Country Girl,1954 (27th),2,7,False
"20,000 Leagues Under the Sea",1954 (27th),2,3,False
Three Coins in the Fountain,1954 (27th),2,3,False
Sabrina,1954 (27th),1,6,False
The High and the Mighty,1954 (27th),1,6,False
Seven Brides for Seven Brothers,1954 (27th),1,5,False
The Glenn Miller Story,1954 (27th),1,3,False
Broken Lance,1954 (27th),1,2,False
The Barefoot Contessa,1954 (27th),1,2,False
A Time Out of War,1954 (27th),1,1,False
Gate of Hell,1954 (27th),1 (1),1,False
This Mechanical Age,1954 (27th),1,1,False
The Vanishing Prairie,1954 (27th),1,1,False
Thursday's Children,1954 (27th),1,1,False
When Magoo Flew,1954 (27th),1,1,False
The Caine Mutiny,1954 (27th),0,7,False
A Star Is Born,1954 (27th),0,6,False
Executive Suite,1954 (27th),0,4,False
Rear Window,1954 (27th),0,4,False
Brigadoon,1954 (27th),0,3,False
There's No Business Like Show Business,1954 (27th),0,3,False
Carmen Jones,1954 (27th),0,2,False
Désirée,1954 (27th),0,2,False
Genevieve,1954 (27th),0,2,False
Jet Carrier,1954 (27th),0,2,False
Susan Slept Here,1954 (27th),0,2,False
The Silver Chalice,1954 (27th),0,2,False
Beauty and the Bull,1954 (27th),0,1,False
"Bread, Love and Dreams",1954 (27th),0,1,False
Crazy Mixed Up Pup,1954 (27th),0,1,False
Forbidden Games,1952 (25th) / 1954 (27th),0 (1),1,False
Hell and High Water,1954 (27th),0,1,False
Indiscretion of an American Wife,1954 (27th),0,1,False
It Should Happen to You,1954 (27th),0,1,False
Knock on Wood,1954 (27th),0,1,False
Le Plaisir,1954 (27th),0,1,False
Magnificent Obsession,1954 (27th),0,1,False
Night People,1954 (27th),0,1,False
Pigs Is Pigs,1954 (27th),0,1,False
Red Garters,1954 (27th),0,1,False
Rembrandt: A Self-Portrait,1954 (27th),0,1,False
Robinson Crusoe,1954 (27th),0,1,False
Rogue Cop,1954 (27th),0,1,False
Sandy Claws,1954 (27th),0,1,False
Siam,1954 (27th),0,1,False
The Earrings of Madame de...,1954 (27th),0,1,False
The Egyptian,1954 (27th),0,1,False
The First Piano Quartette,1954 (27th),0,1,False
The Stratford Adventure,1954 (27th),0,1,False
The Strauss Fantasy,1954 (27th),0,1,False
Them!,1954 (27th),0,1,False
"Touché, Pussy Cat!",1954 (27th),0,1,False
White Christmas,1954 (27th),0,1,False
The Little Kidnappers,1954 (27th),0 (1),0,False
Marty,1955 (28th),4,8,True
Love Is a Many-Splendored Thing,1955 (28th),3,8,False
The Rose Tattoo,1955 (28th),3,8,False
Picnic,1955 (28th),2,6,False
Oklahoma!,1955 (28th),2,4,False
Love Me or Leave Me,1955 (28th),1,6,False
East of Eden,1955 (28th),1,4,False
I'll Cry Tomorrow,1955 (28th),1,4,False
Interrupted Melody,1955 (28th),1,3,False
Mister Roberts,1955 (28th),1,3,False
To Catch a Thief,1955 (28th),1,3,False
The Bridges at Toko-Ri,1955 (28th),1,2,False
The Face of Lincoln,1955 (28th),1,2,False
Helen Keller in Her Story,1955 (28th),1,1,False
Men Against the Arctic,1955 (28th),1,1,False
Speedy Gonzales,1955 (28th),1,1,False
Survival City,1955 (28th),1,1,False
Blackboard Jungle,1955 (28th),0,4,False
Guys and Dolls,1955 (28th),0,4,False
Bad Day at Black Rock,1955 (28th),0,3,False
Daddy Long Legs,1955 (28th),0,3,False
Rebel Without a Cause,1955 (28th),0,3,False
The Man with the Golden Arm,1955 (28th),0,3,False
It's Always Fair Weather,1955 (28th),0,2,False
Queen Bee,1955 (28th),0,2,False
Summertime,1955 (28th),0,2,False
The Battle of Gettysburg,1955 (28th),0,2,False
24-Hour Alert,1955 (28th),0,1,False
3rd Ave. El,1955 (28th),0,1,False
A Man Called Peter,1955 (28th),0,1,False
Battle Cry,1955 (28th),0,1,False
Gadgets Galore,1955 (28th),0,1,False
Good Will to Men,1955 (28th),0,1,False
Heartbreak Ridge,1955 (28th),0,1,False
Mr. Hulot's Holiday,1955 (28th),0,1,False
No Hunting,1955 (28th),0,1,False
Not as a Stranger,1955 (28th),0,1,False
On the Twelfth Day,1955 (28th),0,1,False
Pete Kelly's Blues,1955 (28th),0,1,False
Strategic Air Command,1955 (28th),0,1,False
Switzerland,1955 (28th),0,1,False
The Court-Martial of Billy Mitchell,1955 (28th),0,1,False
The Dam Busters,1955 (28th),0,1,False
The Legend of Rockabye Point,1955 (28th),0,1,False
The Pickwick Papers,1955 (28th),0,1,False
The Private War of Major Benson,1955 (28th),0,1,False
The Rains of Ranchipur,1955 (28th),0,1,False
The Seven Little Foys,1955 (28th),0,1,False
The Sheep Has Five Legs,1955 (28th),0,1,False
The Tender Trap,1955 (28th),0,1,False
The Virgin Queen,1955 (28th),0,1,False
Three Kisses,1955 (28th),0,1,False
Trial,1955 (28th),0,1,False
Ugetsu,1955 (28th),0,1,False
Unchained,1955 (28th),0,1,False
"Samurai, The Legend of Musashi",1955 (28th),0 (1),0,False
Around the World in 80 Days,1956 (29th),5,8,True
The King and I,1956 (29th),5,9,False
Somebody Up There Likes Me,1956 (29th),2,3,False
Giant,1956 (29th),1,10,False
The Ten Commandments,1956 (29th),1,7,False
Lust for Life,1956 (29th),1,4,False
The Brave One,1956 (29th),1,3,False
Written on the Wind,1956 (29th),1,3,False
Anastasia,1956 (29th),1,2,False
La Strada,1956 (29th),1,2,False
The Solid Gold Cadillac,1956 (29th),1,2,False
Crashing the Water Barrier,1956 (29th),1,1,False
Magoo's Puddle Jumper,1956 (29th),1,1,False
The Bespoke Overcoat,1956 (29th),1,1,False
The Man Who Knew Too Much,1956 (29th),1,1,False
The Red Balloon,1956 (29th),1,1,False
The Silent World,1956 (29th),1,1,False
The True Story of the Civil War,1956 (29th),1,1,False
Friendly Persuasion,1956 (29th),0,6,False
Baby Doll,1956 (29th),0,4,False
The Bad Seed,1956 (29th),0,4,False
The Eddy Duchin Story,1956 (29th),0,4,False
High Society,1956 (29th),0,2,False
War and Peace,1956 (29th),0,3,False
Julie,1956 (29th),0,2,False
Seven Samurai,1956 (29th),0,2,False
Teenage Rebel,1956 (29th),0,2,False
The Bold and the Brave,1956 (29th),0,2,False
The Dark Wave,1956 (29th),0,2,False
The Proud and Profane,1956 (29th),0,2,False
The Rainmaker,1956 (29th),0,2,False
A City Decides,1956 (29th),0,1,False
Between Heaven and Hell,1956 (29th),0,1,False
Bus Stop,1956 (29th),0,1,False
Cow Dog,1956 (29th),0,1,False
Forbidden Planet,1956 (29th),0,1,False
Gerald McBoing-Boing on Planet Moo,1956 (29th),0,1,False
Gervaise,1956 (29th),0,1,False
I Never Forget a Face,1956 (29th),0,1,False
Man in Space,1956 (29th),0,1,False
Meet Me in Las Vegas,1956 (29th),0,1,False
Qivitoq,1956 (29th),0,1,False
Richard III,1956 (29th),0,1,False
Samoa,1956 (29th),0,1,False
Stagecoach to Fury,1956 (29th),0,1,False
The Best Things in Life Are Free,1956 (29th),0,1,False
The Burmese Harp,1956 (29th),0,1,False
The Captain from Köpenick,1956 (29th),0,1,False
The Harder They Fall,1956 (29th),0,1,False
The House Without a Name,1956 (29th),0,1,False
The Jay Walker,1956 (29th),0,1,False
The Ladykillers,1956 (29th),0,1,False
The Naked Eye,1956 (29th),0,1,False
The Power and the Prize,1956 (29th),0,1,False
The Proud and the Beautiful,1956 (29th),0,1,False
Time Stood Still,1956 (29th),0,1,False
Umberto D.,1956 (29th),0,1,False
Where Mountains Float,1956 (29th),0,1,False
The Bridge on the River Kwai,1957 (30th),7,8,True
Sayonara,1957 (30th),4,10,False
Les Girls,1957 (30th),1,3,False
Albert Schweitzer,1957 (30th),1,1,False
Birds Anonymous,1957 (30th),1,1,False
Designing Woman,1957 (30th),1,1,False
Nights of Cabiria,1957 (30th),1,1,False
The Enemy Below,1957 (30th),1,1,False
The Joker Is Wild,1957 (30th),1,1,False
The Three Faces of Eve,1957 (30th),1,1,False
The Wetback Hound,1957 (30th),1,1,False
Peyton Place,1957 (30th),0,9,False
Witness for the Prosecution,1957 (30th),0,6,False
An Affair to Remember,1957 (30th),0,4,False
Funny Face,1957 (30th),0,4,False
Pal Joey,1957 (30th),0,4,False
Raintree County,1957 (30th),0,4,False
12 Angry Men,1957 (30th),0,3,False
Wild Is the Wind,1957 (30th),0,3,False
Gunfight at the O.K. Corral,1957 (30th),0,2,False
"Heaven Knows, Mr. Allison",1957 (30th),0,2,False
A Chairy Tale,1957 (30th),0,1,False
A Farewell to Arms,1957 (30th),0,1,False
A Hatful of Rain,1957 (30th),0,1,False
April Love,1957 (30th),0,1,False
Boy on a Dolphin,1957 (30th),0,1,False
City of Gold,1957 (30th),0,1,False
Foothold on Antarctica,1957 (30th),0,1,False
Gates of Paris,1957 (30th),0,1,False
I Vitelloni,1957 (30th),0,1,False
Man of a Thousand Faces,1957 (30th),0,1,False
Mother India,1957 (30th),0,1,False
Nine Lives,1957 (30th),0,1,False
On the Bowery,1957 (30th),0,1,False
One Droopy Knight,1957 (30th),0,1,False
Perri,1957 (30th),0,1,False
Portugal,1957 (30th),0,1,False
Tabasco Road,1957 (30th),0,1,False
Tammy and the Bachelor,1957 (30th),0,1,False
The Bachelor Party,1957 (30th),0,1,False
The Devil Strikes at Night,1957 (30th),0,1,False
The Spirit of St. Louis,1957 (30th),0,1,False
The Tin Star,1957 (30th),0,1,False
The Truth About Mother Goose,1957 (30th),0,1,False
Torero!,1957 (30th),0,1,False
Trees and Jamaica Daddy,1957 (30th),0,1,False
Gigi,1958 (31st),9,9,True
The Defiant Ones,1958 (31st),2,9,False
Separate Tables,1958 (31st),2,7,False
I Want to Live!,1958 (31st),1,6,False
South Pacific,1958 (31st),1,3,False
The Old Man and the Sea,1958 (31st),1,3,False
The Big Country,1958 (31st),1,2,False
White Wilderness,1958 (31st),1,2,False
Ama Girls,1958 (31st),1,1,False
Grand Canyon,1958 (31st),1,1,False
Knighty Knight Bugs,1958 (31st),1,1,False
Mon Oncle,1958 (31st),1,1,False
tom thumb,1958 (31st),1,1,False
Auntie Mame,1958 (31st),0,6,False
Cat on a Hot Tin Roof,1958 (31st),0,6,False
Some Came Running,1958 (31st),0,5,False
A Certain Smile,1958 (31st),0,3,False
The Young Lions,1958 (31st),0,3,False
"Bell, Book and Candle",1958 (31st),0,2,False
Houseboat,1958 (31st),0,2,False
Journey into Spring,1958 (31st),0,2,False
Teacher's Pet,1958 (31st),0,2,False
Vertigo,1958 (31st),0,2,False
A Time to Love and a Time to Die,1958 (31st),0,1,False
Antarctic Crossing,1958 (31st),0,1,False
Arms and the Man,1958 (31st),0,1,False
Big Deal on Madonna Street,1958 (31st),0,1,False
Cowboy,1958 (31st),0,1,False
Damn Yankees!,1958 (31st),0,1,False
Desire Under the Elms,1958 (31st),0,1,False
Employees Only,1958 (31st),0,1,False
La venganza,1958 (31st),0,1,False
Lonelyhearts,1958 (31st),0,1,False
Mardi Gras,1958 (31st),0,1,False
Marjorie Morningstar,1958 (31st),0,1,False
Overture,1958 (31st),0,1,False
Paul Bunyan,1958 (31st),0,1,False
Psychiatric Nursing,1958 (31st),0,1,False
Sidney's Family Tree,1958 (31st),0,1,False
Snows of Aorangi,1958 (31st),0,1,False
T Is for Tumbleweed,1958 (31st),0,1,False
The Bolshoi Ballet,1958 (31st),0,1,False
The Brothers Karamazov,1958 (31st),0,1,False
The Buccaneer,1958 (31st),0,1,False
The Goddess,1958 (31st),0,1,False
The Hidden World,1958 (31st),0,1,False
The Horse's Mouth,1958 (31st),0,1,False
The Inn of the Sixth Happiness,1958 (31st),0,1,False
The Kiss,1958 (31st),0,1,False
The Living Stone,1958 (31st),0,1,False
The Road a Year Long,1958 (31st),0,1,False
The Sheepman,1958 (31st),0,1,False
Torpedo Run,1958 (31st),0,1,False
Ben-Hur,1959 (32nd),11,12,True
The Diary of Anne Frank,1959 (32nd),3,8,False
Room at the Top,1959 (32nd),2,6,False
Some Like It Hot,1959 (32nd),1,6,False
Pillow Talk,1959 (32nd),1,5,False
Porgy and Bess,1959 (32nd),1,4,False
A Hole in the Head,1959 (32nd),1,1,False
Black Orpheus,1959 (32nd),1,1,False
Glass,1959 (32nd),1,1,False
Moonbird,1959 (32nd),1,1,False
Serengeti Shall Not Die,1959 (32nd),1,1,False
The Golden Fish,1959 (32nd),1,1,False
The Nun's Story,1959 (32nd),0,8,False
Anatomy of a Murder,1959 (32nd),0,7,False
The Five Pennies,1959 (32nd),0,4,False
Career,1959 (32nd),0,3,False
Journey to the Center of the Earth,1959 (32nd),0,3,False
North by Northwest,1959 (32nd),0,3,False
"Suddenly, Last Summer",1959 (32nd),0,3,False
The Big Fisherman,1959 (32nd),0,3,False
The Young Philadelphians,1959 (32nd),0,3,False
Imitation of Life,1959 (32nd),0,2,False
On the Beach,1959 (32nd),0,2,False
The Best of Everything,1959 (32nd),0,2,False
The Last Angry Man,1959 (32nd),0,2,False
Between the Tides,1959 (32nd),0,1,False
Donald in Mathmagic Land,1959 (32nd),0,1,False
From Generation to Generation,1959 (32nd),0,1,False
Li'l Abner,1959 (32nd),0,1,False
Libel,1959 (32nd),0,1,False
Mexicali Shmoes,1959 (32nd),0,1,False
Mysteries of the Deep,1959 (32nd),0,1,False
Noah's Ark,1959 (32nd),0,1,False
Operation Petticoat,1959 (32nd),0,1,False
Paw,1959 (32nd),0,1,False
Say One for Me,1959 (32nd),0,1,False
Skyscraper,1959 (32nd),0,1,False
Sleeping Beauty,1959 (32nd),0,1,False
The 400 Blows,1959 (32nd),0,1,False
The Bridge,1959 (32nd),0,1,False
The Gazebo,1959 (32nd),0,1,False
The Great War,1959 (32nd),0,1,False
The Hanging Tree,1959 (32nd),0,1,False
The Race for Space,1959 (32nd),0,1,False
The Running Jumping & Standing Still Film,1959 (32nd),0,1,False
The Village on the River,1959 (32nd),0,1,False
The Violinist,1959 (32nd),0,1,False
The Young Land,1959 (32nd),0,1,False
Wild Strawberries,1959 (32nd),0,1,False
The Apartment,1960 (33rd),5,10,True
Spartacus,1960 (33rd),4,6,False
Elmer Gantry,1960 (33rd),3,5,False
Sons and Lovers,1960 (33rd),1,7,False
The Alamo,1960 (33rd),1,7,False
Never on Sunday,1960 (33rd),1,5,False
The Facts of Life,1960 (33rd),1,5,False
Exodus,1960 (33rd),1,3,False
BUtterfield 8,1960 (33rd),1,2,False
The Virgin Spring,1960 (33rd),1,2,False
Day of the Painter,1960 (33rd),1,1,False
Giuseppina,1960 (33rd),1,1,False
Munro,1960 (33rd),1,1,False
Song Without End,1960 (33rd),1,1,False
The Horse with the Flying Tail,1960 (33rd),1,1,False
The Time Machine,1960 (33rd),1,1,False
Pepe,1960 (33rd),0,7,False
The Sundowners,1960 (33rd),0,5,False
Inherit the Wind,1960 (33rd),0,4,False
Psycho,1960 (33rd),0,4,False
Sunrise at Campobello,1960 (33rd),0,4,False
Can-Can,1960 (33rd),0,2,False
Cimarron,1960 (33rd),0,2,False
A City Called Copenhagen,1960 (33rd),0,1,False
A Place in the Sun,1960 (33rd),0,1,False
A Sport Is Born,1960 (33rd),0,1,False
Bells Are Ringing,1960 (33rd),0,1,False
Beyond Silence,1960 (33rd),0,1,False
George Grosz' Interregnum,1960 (33rd),0,1,False
Goliath II,1960 (33rd),0,1,False
High Note,1960 (33rd),0,1,False
High Time,1960 (33rd),0,1,False
"Hiroshima, My Love",1960 (33rd),0,1,False
Islands of the Sea,1960 (33rd),0,1,False
It Started in Naples,1960 (33rd),0,1,False
Kapo,1960 (33rd),0,1,False
La Vérité,1960 (33rd),0,1,False
Let's Make Love,1960 (33rd),0,1,False
Macario,1960 (33rd),0,1,False
Midnight Lace,1960 (33rd),0,1,False
Mouse and Garden,1960 (33rd),0,1,False
"Murder, Inc.",1960 (33rd),0,1,False
Rebel in Paradise,1960 (33rd),0,1,False
Seven Thieves,1960 (33rd),0,1,False
The Angry Silence,1960 (33rd),0,1,False
The Creation of Woman,1960 (33rd),0,1,False
The Dark at the Top of the Stairs,1960 (33rd),0,1,False
The Entertainer,1960 (33rd),0,1,False
The Last Voyage,1960 (33rd),0,1,False
The Magnificent Seven,1960 (33rd),0,1,False
The Ninth Circle,1960 (33rd),0,1,False
The Rise and Fall of Legs Diamond,1960 (33rd),0,1,False
Tunes of Glory,1960 (33rd),0,1,False
Universe,1960 (33rd),0,1,False
Visit to a Small Planet,1960 (33rd),0,1,False
Pollyanna,1960 (33rd),0 (1),0,False
West Side Story,1961 (34th),10,11,True
Judgment at Nuremberg,1961 (34th),2,11,False
The Hustler,1961 (34th),2,9,False
Breakfast at Tiffany's,1961 (34th),2,5,False
The Guns of Navarone,1961 (34th),1,7,False
La Dolce Vita,1961 (34th),1,4,False
Splendor in the Grass,1961 (34th),1,2,False
Project Hope,1961 (34th),1,1,False
Seawards the Great Ships,1961 (34th),1,1,False
Sky Above and Mud Beneath,1961 (34th),1,1,False
Surogat,1961 (34th),1,1,False
Through a Glass Darkly,1961 (34th) / 1962 (35th),1,2,False
Two Women,1961 (34th),1,1,False
Fanny,1961 (34th),0,5,False
Flower Drum Song,1961 (34th),0,5,False
The Children's Hour,1961 (34th),0,5,False
Summer and Smoke,1961 (34th),0,4,False
El Cid,1961 (34th),0,3,False
Pocketful of Miracles,1961 (34th),0,3,False
The Absent-Minded Professor,1961 (34th),0,3,False
Babes in Toyland,1961 (34th),0,2,False
The Parent Trap,1961 (34th),0,2,False
A Majority of One,1961 (34th),0,1,False
Aquamania,1961 (34th),0,1,False
Bachelor in Paradise,1961 (34th),0,1,False
Back Street,1961 (34th),0,1,False
Ballad of a Soldier,1961 (34th),0,1,False
Beep Prepared,1961 (34th),0,1,False
Breaking the Language Barrier,1961 (34th),0,1,False
Claudelle Inglish,1961 (34th),0,1,False
Cradle of Genius,1961 (34th),0,1,False
General Della Rovere,1961 (34th),0,1,False
Harry and the Butler,1961 (34th),0,1,False
Immortal Love,1961 (34th),0,1,False
Kahl,1961 (34th),0,1,False
Khovanshchina,1961 (34th),0,1,False
Lover Come Back,1961 (34th),0,1,False
Nelly's Folly,1961 (34th),0,1,False
One-Eyed Jacks,1961 (34th),0,1,False
"One, Two, Three",1961 (34th),0,1,False
Paris Blues,1961 (34th),0,1,False
Plácido,1961 (34th),0,1,False
Play Ball!,1961 (34th),0,1,False
Rooftops of New York,1961 (34th),0,1,False
The Face of Jesus,1961 (34th),0,1,False
The Grand Olympics,1961 (34th),0,1,False
The Important Man,1961 (34th),0,1,False
The Man in Gray,1961 (34th),0,1,False
The Mark,1961 (34th),0,1,False
The Pied Piper of Guadalupe,1961 (34th),0,1,False
The Roman Spring of Mrs. Stone,1961 (34th),0,1,False
Town Without Pity,1961 (34th),0,1,False
"Very Nice, Very Nice",1961 (34th),0,1,False
Yojimbo,1961 (34th),0,1,False
A Force in Readiness,1961 (34th),0 (1),0,False
Lawrence of Arabia,1962 (35th),7,10,True
To Kill a Mockingbird,1962 (35th),3,8,False
The Longest Day,1962 (35th),2,5,False
The Miracle Worker,1962 (35th),2,5,False
The Music Man,1962 (35th),1,6,False
Days of Wine and Roses,1962 (35th),1,5,False
What Ever Happened to Baby Jane?,1962 (35th),1,5,False
The Wonderful World of the Brothers Grimm,1962 (35th),1,4,False
Divorce Italian Style,1962 (35th),1,3,False
Sweet Bird of Youth,1962 (35th),1,3,False
Black Fox,1962 (35th),1,1,False
Dylan Thomas,1962 (35th),1,1,False
Heureux Anniversaire,1962 (35th),1,1,False
Sundays and Cybele,1962 (35th) / 1963 (36th),1,3,False
The Hole,1962 (35th),1,1,False
Mutiny on the Bounty,1962 (35th),0,7,False
Birdman of Alcatraz,1962 (35th),0,4,False
Gypsy,1962 (35th),0,3,False
That Touch of Mink,1962 (35th),0,3,False
Bon Voyage!,1962 (35th),0,2,False
David and Lisa,1962 (35th),0,2,False
Freud: The Secret Passion,1962 (35th),0,2,False
The Manchurian Candidate,1962 (35th),0,2,False
Two for the Seesaw,1962 (35th),0,2,False
A Symposium on Popular Songs,1962 (35th),0,1,False
Alvorada,1962 (35th),0,1,False
Big City Blues,1962 (35th),0,1,False
Billy Budd,1962 (35th),0,1,False
Billy Rose's Jumbo,1962 (35th),0,1,False
Electra,1962 (35th),0,1,False
Gigot,1962 (35th),0,1,False
Hatari!,1962 (35th),0,1,False
Icarus Montgolfier Wright,1962 (35th),0,1,False
Keeper of Promises,1962 (35th),0,1,False
Last Year at Marienbad,1962 (35th),0,1,False
Lolita,1962 (35th),0,1,False
Long Day's Journey into Night,1962 (35th),0,1,False
My Geisha,1962 (35th),0,1,False
Now Hear This,1962 (35th),0,1,False
Pan,1962 (35th),0,1,False
Period of Adjustment,1962 (35th),0,1,False
Phaedra,1962 (35th),0,1,False
Self Defense... for Cowards,1962 (35th),0,1,False
Taras Bulba,1962 (35th),0,1,False
Tender Is the Night,1962 (35th),0,1,False
The Cadillac,1962 (35th),0,1,False
The Cliff Dwellers,1962 (35th),0,1,False
The Four Days of Naples,1962 (35th) / 1963 (36th),0,2,False
The John Glenn Story,1962 (35th),0,1,False
The Man Who Shot Liberty Valance,1962 (35th),0,1,False
The Pigeon That Took Rome,1962 (35th),0,1,False
The Road to the Wall,1962 (35th),0,1,False
Tlayucan,1962 (35th),0,1,False
Walk on the Wild Side,1962 (35th),0,1,False
Tom Jones,1963 (36th),4,10,True
Cleopatra,1963 (36th),4,9,False
How the West Was Won,1963 (36th),3,8,False
Hud,1963 (36th),3,7,False
8½,1963 (36th),2,5,False
"It's a Mad, Mad, Mad, Mad World",1963 (36th),1,6,False
Lilies of the Field,1963 (36th),1,5,False
America America,1963 (36th),1,4,False
Irma la Douce,1963 (36th),1,3,False
An Occurrence at Owl Creek Bridge,1963 (36th),1,1,False
Chagall,1963 (36th),1,1,False
Papa's Delicate Condition,1963 (36th),1,1,False
