Film,Year (Ceremony),Awards,Nominations,Best Picture
Toni Erdmann,2016 (89th),0,1,False
Trolls,2016 (89th),0,1,False
Watani: My Homeland,2016 (89th),0,1,False
The Shape of Water,2017 (90th),4,13,True
Dunkirk,2017 (90th),3,8,False
"Three Billboards Outside Ebbing, Missouri",2017 (90th),2,7,False
Darkest Hour,2017 (90th),2,6,False
Blade Runner 2049,2017 (90th),2,5,False
Coco,2017 (90th),2,2,False
Phantom Thread,2017 (90th),1,6,False
Call Me by Your Name,2017 (90th),1,4,False
Get Out,2017 (90th),1,4,False
"I, Tonya",2017 (90th),1,3,False
A Fantastic Woman,2017 (90th),1,1,False
Dear Basketball,2017 (90th),1,1,False
Heaven Is a Traffic Jam on the 405,2017 (90th),1,1,False
Icarus,2017 (90th),1,1,False
The Silent Child,2017 (90th),1,1,False
Lady Bird,2017 (90th),0,5,False
Mudbound,2017 (90th),0,4,False
Star Wars Episode VIII: The Last Jedi,2017 (90th),0,4,False
Baby Driver,2017 (90th),0,3,False
Beauty and the Beast,2017 (90th),0,2,False
The Post,2017 (90th),0,2,False
Victoria & Abdul,2017 (90th),0,2,False
Abacus: Small Enough to Jail,2017 (90th),0,1,False
All the Money in the World,2017 (90th),0,1,False
DeKalb Elementary,2017 (90th),0,1,False
Edith+Eddie,2017 (90th),0,1,False
Faces Places,2017 (90th),0,1,False
Ferdinand,2017 (90th),0,1,False
Garden Party,2017 (90th),0,1,False
Guardians of the Galaxy Vol. 2,2017 (90th),0,1,False
Heroin(e),2017 (90th),0,1,False
Knife Skills,2017 (90th),0,1,False
Kong: Skull Island,2017 (90th),0,1,False
Last Men in Aleppo,2017 (90th),0,1,False
Logan,2017 (90th),0,1,False
Lou,2017 (90th),0,1,False
Loveless,2017 (90th),0,1,False
Loving Vincent,2017 (90th),0,1,False
Marshall,2017 (90th),0,1,False
Molly's Game,2017 (90th),0,1,False
My Nephew Emmett,2017 (90th),0,1,False
Negative Space,2017 (90th),0,1,False
On Body and Soul,2017 (90th),0,1,False
Revolting Rhymes,2017 (90th),0,1,False
"Roman J. Israel, Esq.",2017 (90th),0,1,False
Strong Island,2017 (90th),0,1,False
The Big Sick,2017 (90th),0,1,False
The Boss Baby,2017 (90th),0,1,False
The Breadwinner,2017 (90th),0,1,False
The Disaster Artist,2017 (90th),0,1,False
The Eleven O'Clock,2017 (90th),0,1,False
The Florida Project,2017 (90th),0,1,False
The Greatest Showman,2017 (90th),0,1,False
The Insult,2017 (90th),0,1,False
The Square,2017 (90th),0,1,False
Traffic Stop,2017 (90th),0,1,False
War for the Planet of the Apes,2017 (90th),0,1,False
Watu Wote/All of Us,2017 (90th),0,1,False
Wonder,2017 (90th),0,1,False
Carne y Arena,2017 (90th),0 (1),0,False
Green Book,2018 (91st),3,5,True
Bohemian Rhapsody,2018 (91st),4,5,False
Roma,2018 (91st),3,10,False
Black Panther,2018 (91st),3,7,False
The Favourite,2018 (91st),1,10,False
A Star is Born,2018 (91st),1,8,False
Vice,2018 (91st),1,8,False
BlacKkKlansman,2018 (91st),1,6,False
First Man,2018 (91st),1,4,False
If Beale Street Could Talk,2018 (91st),1,3,False
Bao,2018 (91st),1,1,False
Free Solo,2018 (91st),1,1,False
Period. End of Sentence.,2018 (91st),1,1,False
Skin,2018 (91st),1,1,False
Spider-Man: Into the Spider-Verse,2018 (91st),1,1,False
Mary Poppins Returns,2018 (91st),0,4,False
Can You Ever Forgive Me?,2018 (91st),0,3,False
Cold War,2018 (91st),0,3,False
The Ballad of Buster Scruggs,2018 (91st),0,3,False
Isle of Dogs,2018 (91st),0,2,False
Mary Queen of Scots,2018 (91st),0,2,False
Never Look Away,2018 (91st),0,2,False
RBG,2018 (91st),0,2,False
A Night at the Garden,2018 (91st),0,1,False
A Quiet Place,2018 (91st),0,1,False
Animal Behaviour,2018 (91st),0,1,False
At Eternity's Gate,2018 (91st),0,1,False
Avengers: Infinity War,2018 (91st),0,1,False
Black Sheep,2018 (91st),0,1,False
Border,2018 (91st),0,1,False
Capernaum,2018 (91st),0,1,False
Christopher Robin,2018 (91st),0,1,False
Detainment,2018 (91st),0,1,False
End Game,2018 (91st),0,1,False
Fauve,2018 (91st),0,1,False
First Reformed,2018 (91st),0,1,False
"Hale County This Morning, This Evening",2018 (91st),0,1,False
Incredibles 2,2018 (91st),0,1,False
Late Afternoon,2018 (91st),0,1,False
Lifeboat,2018 (91st),0,1,False
Marguerite,2018 (91st),0,1,False
Minding the Gap,2018 (91st),0,1,False
Mirai,2018 (91st),0,1,False
Mother,2018 (91st),0,1,False
Of Fathers and Sons,2018 (91st),0,1,False
One Small Step,2018 (91st),0,1,False
Ralph Breaks the Internet,2018 (91st),0,1,False
Ready Player One,2018 (91st),0,1,False
Shoplifters,2018 (91st),0,1,False
Solo: A Star Wars Story,2018 (91st),0,1,False
The Wife,2018 (91st),0,1,False
Weekends,2018 (91st),0,1,False
Parasite,2019 (92nd),4,6,True
1917,2019 (92nd),3,10,False
Joker,2019 (92nd),2,11,False
Once Upon a Time in Hollywood,2019 (92nd),2,10,False
Ford v Ferrari,2019 (92nd),2,4,False
Jojo Rabbit,2019 (92nd),1,6,False
Little Women,2019 (92nd),1,6,False
Marriage Story,2019 (92nd),1,6,False
Bombshell,2019 (92nd),1,3,False
Judy,2019 (92nd),1,2,False
Toy Story 4,2019 (92nd),1,2,False
American Factory,2019 (92nd),1,1,False
Hair Love,2019 (92nd),1,1,False
Learning to Skateboard in a Warzone (If You're a Girl),2019 (92nd),1,1,False
Rocketman,2019 (92nd),1,1,False
The Neighbors' Window,2019 (92nd),1,1,False
The Irishman,2019 (92nd),0,10,False
Star Wars: The Rise of Skywalker,2019 (92nd),0,3,False
The Two Popes,2019 (92nd),0,3,False
Harriet,2019 (92nd),0,2,False
Honeyland,2019 (92nd),0,2,False
Pain and Glory,2019 (92nd),0,2,False
A Beautiful Day in the Neighborhood,2019 (92nd),0,1,False
A Sister,2019 (92nd),0,1,False
Ad Astra,2019 (92nd),0,1,False
Avengers: Endgame,2019 (92nd),0,1,False
Breakthrough,2019 (92nd),0,1,False
Brotherhood,2019 (92nd),0,1,False
Corpus Christi,2019 (92nd),0,1,False
Dcera (Daughter),2019 (92nd),0,1,False
For Sama,2019 (92nd),0,1,False
Frozen II,2019 (92nd),0,1,False
How to Train Your Dragon: The Hidden World,2019 (92nd),0,1,False
I Lost My Body,2019 (92nd),0,1,False
In the Absence,2019 (92nd),0,1,False
Kitbull,2019 (92nd),0,1,False
Klaus,2019 (92nd),0,1,False
Knives Out,2019 (92nd),0,1,False
Les Misérables,2019 (92nd),0,1,False
Life Overtakes Me,2019 (92nd),0,1,False
Maleficent: Mistress of Evil,2019 (92nd),0,1,False
Mémorable,2019 (92nd),0,1,False
Missing Link,2019 (92nd),0,1,False
Nefta Football Club,2019 (92nd),0,1,False
Richard Jewell,2019 (92nd),0,1,False
Saria,2019 (92nd),0,1,False
Sister,2019 (92nd),0,1,False
St. Louis Superman,2019 (92nd),0,1,False
The Cave,2019 (92nd),0,1,False
The Edge of Democracy,2019 (92nd),0,1,False
The Lighthouse,2019 (92nd),0,1,False
The Lion King,2019 (92nd),0,1,False
Walk Run Cha-Cha,2019 (92nd),0,1,False
Nomadland,2020 (93rd),3,6,True
Mank,2020 (93rd),2,10,False
Judas and the Black Messiah,2021 (93rd),2,6,False
Sound of Metal,2020 (93rd),2,6,False
The Father,2020 (93rd),2,6,False
Ma Rainey's Black Bottom,2020 (93rd),2,5,False
Soul,2020 (93rd),2,3,False
Minari,2020 (93rd),1,6,False
Promising Young Woman,2020 (93rd),1,5,False
Another Round,2020 (93rd),1,2,False
Tenet,2020 (93rd),1,2,False
Colette,2020 (93rd),1,1,False
If Anything Happens I Love You,2020 (93rd),1,1,False
My Octopus Teacher,2020 (93rd),1,1,False
Two Distant Strangers,2020 (93rd),1,1,False
The Trial of the Chicago 7,2020 (93rd),0,6,False
News of the World,2020 (93rd),0,4,False
One Night in Miami,2020 (93rd),0,3,False
Borat Subsequent Moviefilm: Delivery of Prodigious Bribe to American Regime for Make Benefit Once Glorious Nation of Kazakhstan,2020 (93rd),0,2,False
Collective,2020 (93rd),0,2,False
Emma,2020 (93rd),0,2,False
Hillbilly Elegy,2020 (93rd),0,2,False
Mulan,2020 (93rd),0,2,False
Pinocchio,2020 (93rd),0,2,False
A Concerto Is a Conversation,2021 (93rd),0,1,False
A Love Song for Latasha,2020 (93rd),0,1,False
A Shaun the Sheep Movie: Farmageddon,2020 (93rd),0,1,False
Better Days,2020 (93rd),0,1,False
Burrow,2020 (93rd),0,1,False
Crip Camp,2020 (93rd),0,1,False
Da 5 Bloods,2020 (93rd),0,1,False
Do Not Split,2020 (93rd),0,1,False
Eurovision Song Contest: The Story of Fire Saga,2020 (93rd),0,1,False
Feeling Through,2020 (93rd),0,1,False
Genius Loci,2020 (93rd),0,1,False
Greyhound,2020 (93rd),0,1,False
Hunger Ward,2020 (93rd),0,1,False
Love and Monsters,2020 (93rd),0,1,False
Onward,2020 (93rd),0,1,False
Opera,2020 (93rd),0,1,False
Over the Moon,2020 (93rd),0,1,False
Pieces of a Woman,2020 (93rd),0,1,False
"Quo Vadis, Aida?",2020 (93rd),0,1,False
The Letter Room,2020 (93rd),0,1,False
The Life Ahead,2020 (93rd),0,1,False
The Man Who Sold His Skin,2020 (93rd),0,1,False
The Midnight Sky,2020 (93rd),0,1,False
The Mole Agent,2020 (93rd),0,1,False
The One and Only Ivan,2020 (93rd),0,1,False
The Present,2020 (93rd),0,1,False
The United States vs. Billie Holiday,2021 (93rd),0,1,False
The White Tiger,2021 (93rd),0,1,False
Time,2020 (93rd),0,1,False
White Eye,2020 (93rd),0,1,False
Wolfwalkers,2020 (93rd),0,1,False
Yes-People,2020 (93rd),0,1,False
CODA,2021 (94th),3,3,True
Dune,2021 (94th),6,10,False
The Eyes of Tammy Faye,2021 (94th),2,2,False
The Power of the Dog,2021 (94th),1,12,False
Belfast,2021 (94th),1,7,False
West Side Story,2021 (94th),1,7,False
King Richard,2021 (94th),1,6,False
Drive My Car,2021 (94th),1,4,False
Encanto,2021 (94th),1,3,False
No Time to Die,2021 (94th),1,3,False
Cruella,2021 (94th),1,2,False
"Summer of Soul (...Or, When the Revolution Could Not Be Televised)",2021 (94th),1,1,False
The Long Goodbye,2021 (94th),1,1,False
The Queen of Basketball,2021 (94th),1,1,False
The Windshield Wiper,2021 (94th),1,1,False
Don't Look Up,2021 (94th),0,4,False
Nightmare Alley,2021 (94th),0,4,False
Being the Ricardos,2021 (94th),0,3,False
Flee,2021 (94th),0,3,False
Licorice Pizza,2021 (94th),0,3,False
The Lost Daughter,2021 (94th),0,3,False
The Tragedy of Macbeth,2021 (94th),0,3,False
Parallel Mothers,2021 (94th),0,2,False
The Worst Person in the World,2021 (94th),0,2,False
"Tick, Tick... Boom!",2021 (94th),0,2,False
Affairs of the Art,2021 (94th),0,1,False
Ala Kachuu - Take and Run,2021 (94th),0,1,False
Ascension,2021 (94th),0,1,False
Attica,2021 (94th),0,1,False
Audible,2021 (94th),0,1,False
Bestia,2021 (94th),0,1,False
BoxBallet,2021 (94th),0,1,False
Coming 2 America,2021 (94th),0,1,False
Cyrano,2021 (94th),0,1,False
Four Good Days,2021 (94th),0,1,False
Free Guy,2021 (94th),0,1,False
House of Gucci,2021 (94th),0,1,False
Lead Me Home,2021 (94th),0,1,False
Luca,2021 (94th),0,1,False
Lunana: A Yak in the Classroom,2021 (94th),0,1,False
On My Mind,2021 (94th),0,1,False
Please Hold,2021 (94th),0,1,False
Raya and the Last Dragon,2021 (94th),0,1,False
Robin Robin,2021 (94th),0,1,False
Shang-Chi and the Legend of the Ten Rings,2021 (94th),0,1,False
Spencer,2021 (94th),0,1,False
Spider-Man: No Way Home,2021 (94th),0,1,False
The Dress,2021 (94th),0,1,False
The Hand of God,2021 (94th),0,1,False
The Mitchells vs. the Machines,2021 (94th),0,1,False
Three Songs for Benazir,2021 (94th),0,1,False
When We Were Bullies,2021 (94th),0,1,False
Writing with Fire,2021 (94th),0,1,False
Everything Everywhere All at Once,2022 (95th),7,11,True
All Quiet on the Western Front,2022 (95th),4,9,False
The Whale,2022 (95th),2,3,False
Top Gun: Maverick,2022 (95th),1,6,False
Black Panther: Wakanda Forever,2022 (95th),1,5,False
Avatar: The Way of Water,2022 (95th),1,4,False
Women Talking,2022 (95th),1,2,False
An Irish Goodbye,2022 (95th),1,1,False
Navalny,2022 (95th),1,1,False
Guillermo del Toro's Pinocchio,2022 (95th),1,1,False
RRR,2022 (95th),1,1,False
"The Boy, the Mole, the Fox and the Horse",2022 (95th),1,1,False
The Elephant Whisperers,2022 (95th),1,1,False
The Banshees of Inisherin,2022 (95th),0,9,False
Elvis,2022 (95th),0,8,False
The Fabelmans,2022 (95th),0,7,False
Tár,2022 (95th),0,6,False
Babylon,2022 (95th),0,3,False
The Batman,2022 (95th),0,3,False
Triangle of Sadness,2022 (95th),0,3,False
Living,2022 (95th),0,2,False
A House Made of Splinters,2022 (95th),0,1,False
Aftersun,2022 (95th),0,1,False
All That Breathes,2022 (95th),0,1,False
All the Beauty and the Bloodshed,2022 (95th),0,1,False
An Ostrich Told Me the World Is Fake and I Think I Believe It,2022 (95th),0,1,False
"Argentina, 1985",2022 (95th),0,1,False
"Bardo, False Chronicle of a Handful of Truths",2022 (95th),0,1,False
Blonde,2022 (95th),0,1,False
Causeway,2022 (95th),0,1,False
Close,2022 (95th),0,1,False
Empire of Light,2022 (95th),0,1,False
EO,2022 (95th),0,1,False
Fire of Love,2022 (95th),0,1,False
Glass Onion: A Knives Out Mystery,2022 (95th),0,1,False
Haulout,2022 (95th),0,1,False
How Do You Measure a Year?,2022 (95th),0,1,False
Ice Merchants,2022 (95th),0,1,False
Ivalu,2022 (95th),0,1,False
Le Pupille,2022 (95th),0,1,False
Marcel the Shell with Shoes On,2022 (95th),0,1,False
Mrs. Harris Goes to Paris,2022 (95th),0,1,False
My Year of Dicks,2022 (95th),0,1,False
Night Ride,2022 (95th),0,1,False
Puss in Boots: The Last Wish,2022 (95th),0,1,False
Stranger at the Gate,2022 (95th),0,1,False
Tell It Like a Woman,2022 (95th),0,1,False
The Flying Sailor,2022 (95th),0,1,False
The Martha Mitchell Effect,2022 (95th),0,1,False
The Quiet Girl,2022 (95th),0,1,False
The Red Suitcase,2022 (95th),0,1,False
The Sea Beast,2022 (95th),0,1,False
To Leslie,2022 (95th),0,1,False
Turning Red,2022 (95th),0,1,False
Oppenheimer,2023 (96th),7,13,True
Poor Things,2023 (96th),4,11,False
The Zone of Interest,2023 (96th),2,5,False
Barbie,2023 (96th),1,8,False
American Fiction,2023 (96th),1,5,False
Anatomy of a Fall,2023 (96th),1,5,False
The Holdovers,2023 (96th),1,5,False
20 Days in Mariupol,2023 (96th),1,1,False
Godzilla Minus One,2023 (96th),1,1,False
The Boy and the Heron,2023 (96th),1,1,False
